Station or stop,Name,Coordinate Latitude,Coordinate Longitude,Number of trains,Minutes of delay,geometry,route_ids
80112326,MAINZ-GUSTAVSBURG,49.994215,8.31514,22.692913,13.370079,POINT (8.31514 49.99421),3538.0
80012849,PINNEBERG,53.655529,9.796773,35.761755,31.473354,POINT (9.79677 53.65553),1225.0
80392894,MEPPEN RWE,52.756583,7.289242,29.071698,0.0,POINT (7.28924 52.75658),2931.0
80111526,FRANKFURT-GINNHEIM,50.14524,8.644341,20.369565,1.434783,POINT (8.64434 50.14524),3900.0
80148445,ALTENBURG,50.996912,12.443992,19.254237,22.817797,POINT (12.44399 50.99691),6362.0
80151118,RHEINHAUSEN,51.39518,6.70482,32.767123,242.839041,POINT (6.70482 51.39518),2505.0
80145623,MANNHEIM-HANDELSHAFEN,49.492626,8.453926,14.808642,0.0,POINT (8.45393 49.49263),4032.0
80040162,KUNERSDORF,51.769398,14.189032,12.810458,0.0,POINT (14.18903 51.76940),6142.0
80290148,BIETIGHEIM-BISSINGEN,48.949048,9.13856,75.371069,115.09434,POINT (9.13856 48.94905),4800.0
80211672,WISSINGEN,52.260125,8.20436,34.355311,15.556777,POINT (8.20436 52.26013),2992.0
80237172,RODLEBEN,51.899903,12.21036,28.477987,58.632075,POINT (12.21036 51.89990),6411.0
80205179,MUENCHEN-RIEM UBF,48.144747,11.693961,17.384615,439.5,POINT (11.69396 48.14475),5612.0
80140038,MANNHEIM-WALDHOF,49.52672,8.483765,58.426396,80.282572,POINT (8.48377 49.52672),4011.0
80213694,SCHWAAN,53.93919,12.118028,12.564767,4.031088,POINT (12.11803 53.93919),6446.0
80163402,PROBSTZELLA,50.529984,11.38393,39.425287,140.390805,POINT (11.38393 50.52998),6383.0
80140830,KARLSRUHE-MUEHLBURG,49.0146,8.351264,20.054545,0.0,POINT (8.35126 49.01460),4220.0
80294991,EUTINGEN (BADEN),48.909863,8.743786,14.46875,0.0,POINT (8.74379 48.90986),4200.0
80043166,LAUTA (NIEDERLAUSITZ),51.44845,14.09277,19.699074,1.953704,POINT (14.09277 51.44845),6207.0
80142828,OTTERSWEIER,48.678885,8.112286,61.240625,14.171875,POINT (8.11229 48.67889),4280.0
80200436,BURGHAUSEN WACKERWERK,48.184787,12.829823,20.958848,219.115226,POINT (12.82982 48.18479),5726.0
80138362,BERNE,53.184298,8.475853,18.344538,18.806723,POINT (8.47585 53.18430),1503.0
80383893,BRETTEN-RUIT,49.008647,8.722345,33.526984,0.0,POINT (8.72235 49.00865),4800.0
80210625,EMSDETTEN,52.177216,7.531294,12.753521,6.816901,POINT (7.53129 52.17722),2931.0
80081299,LINTORF (NIEDERRHEIN),51.336169,6.827067,79.457413,17.940063,POINT (6.82707 51.33617),2324.0
80140616,SCHWETZINGEN,49.385015,8.578785,87.2,116.403125,POINT (8.57878 49.38502),4060.0
80190868,LUDWIGSHAFEN-MUNDENHEIM,49.462125,8.421598,37.0,41.261006,POINT (8.42160 49.46213),3403.0
80227272,SACHSEN (B ANSBACH),49.293582,10.661548,27.640449,0.0,POINT (10.66155 49.29358),5902.0
80200352,MUEHLDORF (OBERBAY),48.249039,12.52071,46.013652,536.969283,POINT (12.52071 48.24904),5723.0
80043232,BEUTERSITZ,51.591358,13.362088,11.266667,5.066667,POINT (13.36209 51.59136),6345.0
80202267,MUENCHEN-ENGLSCHALKING,48.157354,11.648293,32.583893,0.0,POINT (11.64829 48.15735),5560.0
80609966,GELSENKIRCHEN-BUER NORD HP,51.587023,7.050336,11.655172,0.551724,POINT (7.05034 51.58702),2252.0
80153031,HOHENWULSCH,52.667287,11.5955,11.47619,15.984127,POINT (11.59550 52.66729),6899.0
80154831,SECHTEM,50.795427,6.95848,36.318471,14.815287,POINT (6.95848 50.79543),2630.0
80337667,BAD FRIEDRICHSHALL AUDI,49.2195,9.21272,14.857868,34.822335,POINT (9.21272 49.21950),4900.0
80195040,OBERLAHNSTEIN,50.298686,7.60475,66.7022,36.903553,POINT (7.60475 50.29869),3507.0
80021121,KUTZENHAUSEN,48.334778,10.695857,27.179372,0.0,POINT (10.69586 48.33478),5302.0
80151290,BREYELL,51.294749,6.241703,25.158301,15.498069,POINT (6.24170 51.29475),2510.0
80226688,WUERZBURG SUED,49.788494,9.94514,76.1125,0.0,POINT (9.94514 49.78849),5321.0
80102988,BABENHAUSEN (HESS),49.95889,8.95793,43.810345,12.217241,POINT (8.95793 49.95889),4113.0
80224857,FUERTH-BURGFARRNBACH,49.491062,10.923973,47.433775,6.066225,POINT (10.92397 49.49106),5910.0
80290569,OBERESSLINGEN,48.729948,9.327033,12.0,0.0,POINT (9.32703 48.72995),4701.0
80143891,LINZ (RHEIN),50.569345,7.276794,85.690323,22.064516,POINT (7.27679 50.56934),3033.0
80105205,HERNE ROTTBRUCH HGN,51.5438,7.198,28.94702,11.549669,POINT (7.19800 51.54380),2650.0
80324699,NUETTERMOOR,53.278706,7.455091,31.516854,0.0,POINT (7.45509 53.27871),2931.0
80241240,MAGDEBURG-BUCKAU,52.110882,11.63162,26.305036,28.663309,POINT (11.63162 52.11088),6406.0
80034074,BORKHEIDE,52.232318,12.85657,16.957692,6.869231,POINT (12.85657 52.23232),6118.0
80112078,RAUNHEIM,50.010411,8.45516,15.77551,3.506803,POINT (8.45516 50.01041),3520.0
80210948,OLDERSUM,53.331923,7.338686,31.692884,14.651685,POINT (7.33869 53.33192),2931.0
80130021,LEIFERDE (B GIFHORN) UEST,52.456477,10.43799,27.167832,1.468531,POINT (10.43799 52.45648),6107.0
80184044,DUDWEILER,49.277722,7.027685,31.133956,109.557632,POINT (7.02768 49.27772),3511.0
80152397,HOCHNEUKIRCH,51.103303,6.466409,19.632287,4.273543,POINT (6.46641 51.10330),2611.0
80210310,OSNABRUECK ALTSTADT,52.280894,8.045935,56.007168,0.0,POINT (8.04594 52.28089),2992.0
80011783,RADBRUCH,53.317324,10.291244,72.85625,0.0,POINT (10.29124 53.31732),1720.0
80223115,REICHENSCHWAND,49.514971,11.373436,15.18593,0.0,POINT (11.37344 49.51497),5903.0
80063776,CHEMNITZ HBF,50.8385,12.93135,11.333333,19.428571,POINT (12.93135 50.83850),6645.0
80156406,MAGDEBURG SUEDOST,52.070522,11.669632,31.594982,8.476703,POINT (11.66963 52.07052),6406.0
80315010,HOF HBF STADT 2,50.341635,11.9116,10.413043,0.0,POINT (11.91160 50.34163),6362.0
80040048,TEUPITZ-GROSS KOERIS,52.159931,13.650832,20.691756,0.0,POINT (13.65083 52.15993),6142.0
80053553,SPEELE,51.3785,9.56504,32.174757,7.812298,POINT (9.56504 51.37850),1732.0
80153080,DORMAGEN,51.099056,6.816181,37.424749,105.160535,POINT (6.81618 51.09906),2610.0
80265025,SANDBACH (NIEDERBAY),48.605068,13.267173,39.528302,10.710692,POINT (13.26717 48.60507),5830.0
80295188,STETTEN-BEINSTEIN,48.812213,9.35299,11.043478,0.0,POINT (9.35299 48.81221),4710.0
80060061,BAD SCHANDAU,50.920741,14.140974,22.96463,37.434084,POINT (14.14097 50.92074),6240.0
80056416,MARBACH (KR FULDA),50.618857,9.733879,96.071651,35.383178,POINT (9.73388 50.61886),3600.0
80190108,NAMEDY,50.457695,7.362571,17.713793,16.055172,POINT (7.36257 50.45770),2630.0
80021147,DIEDORF(SCHWAB),48.356486,10.7782,27.26009,0.0,POINT (10.77820 48.35649),5302.0
80241158,ZERBST,51.955785,12.089874,28.286164,11.355346,POINT (12.08987 51.95578),6411.0
80211839,DROHNE,52.41937,8.32771,34.003333,3.69,POINT (8.32771 52.41937),2200.0
80145540,ENGEN,47.856352,8.772851,12.955665,11.561576,POINT (8.77285 47.85635),4250.0
80093559,DUISBURG-MEIDERICH SUED,51.468797,6.780011,24.509506,10.022814,POINT (6.78001 51.46880),2331.0
80115667,WERDORF,50.59403,8.41817,21.414286,2.190476,POINT (8.41817 50.59403),2651.0
80034959,SEDDIN SUED,52.291516,12.994251,15.236133,56.949287,POINT (12.99425 52.29152),6124.0
80140913,HEIDELSHEIM,49.102552,8.64949,33.354633,0.0,POINT (8.64949 49.10255),4130.0
80210971,EMDEN,53.370322,7.19574,28.873181,156.257796,POINT (7.19574 53.37032),1576.0
80110130,WIESBADEN-SCHIERSTEIN,50.047576,8.19551,65.501706,9.948805,POINT (8.19551 50.04758),3507.0
80263012,LAABER,49.07001,11.884353,55.35443,0.0,POINT (11.88435 49.07001),5850.0
80254623,KIRKEL,49.286245,7.22738,10.933333,0.0,POINT (7.22738 49.28625),3250.0
80231670,WOLFEN (KR BITTERFELD),51.662033,12.279515,29.648387,29.603226,POINT (12.27951 51.66203),6411.0
80204495,PAINDORF,48.44401,11.48917,32.768987,0.0,POINT (11.48917 48.44401),5501.0
80113431,DIEBURG,49.90474,8.840892,46.384083,30.951557,POINT (8.84089 49.90474),3661.0
80053587,NIEDERVELLMAR,51.3521,9.477314,34.095082,23.747541,POINT (9.47731 51.35210),3918.0
80211573,SCHUETTORF,52.31825,7.22141,17.197425,6.27897,POINT (7.22141 52.31825),2026.0
80155523,MAGDEBURG HBF,52.130578,11.627329,38.247159,47.150568,POINT (11.62733 52.13058),6434.0
80088682,DRESDEN-COTTA,51.053544,13.678418,29.124183,7.30719,POINT (13.67842 51.05354),6272.0
80294082,EPFENDORF,48.250448,8.599449,12.666667,6.875,POINT (8.59945 48.25045),4600.0
80034975,MICHENDORF,52.315723,13.029488,60.565625,61.121875,POINT (13.02949 52.31572),6122.0
80031799,ZILTENDORF,52.199926,14.617054,14.131579,31.877193,POINT (14.61705 52.19993),6153.0
80105155,GERSCHEDE,51.5016,6.94111,62.047319,19.798107,POINT (6.94111 51.50160),2253.0
80066407,ZWICKAU (SACHS) HBF,50.714785,12.4646,14.649485,44.047423,POINT (12.46460 50.71478),6275.0
80185371,SAARBRUECKEN SAARDAMM,49.237543,6.962435,18.831683,459.577558,POINT (6.96244 49.23754),3231.0
80254664,SCHEIDT (SAAR),49.24506,7.05787,11.1,0.0,POINT (7.05787 49.24506),3250.0
80034827,WERDER(HAVEL),52.392944,12.926521,25.849673,26.699346,POINT (12.92652 52.39294),6110.0
80232496,LUTHERSTADT WITTENBERG-PIESTERITZ,51.874121,12.5786,18.144898,104.579592,POINT (12.57860 51.87412),6207.0
80051714,LIEBENAU (BZ KASSEL),51.491841,9.273958,27.24,6.54,POINT (9.27396 51.49184),2550.0
80151068,TROMPET,51.414763,6.669386,26.314607,25.932584,POINT (6.66939 51.41476),2340.0
80106922,BAUNATAL-GUNTERSHAUSEN,51.230862,9.467151,54.761006,29.883648,POINT (9.46715 51.23086),6340.0
80055277,DOERNHAGEN SCHWARZENBACH,51.21392,9.489091,28.306034,2.491379,POINT (9.48909 51.21392),1733.0
80138024,BREMERHAVEN-SPECKENBUETTEL,53.5908,8.58057,38.608833,678.709779,POINT (8.58057 53.59080),1740.0
80194845,LEUBSDORF (RHEIN),50.547642,7.286497,85.067961,5.249191,POINT (7.28650 50.54764),2324.0
80207282,NEUDIETENDORF,50.914276,10.910555,26.637324,12.440141,POINT (10.91056 50.91428),6298.0
80066373,MOSEL,50.78094,12.477982,17.48,37.977778,POINT (12.47798 50.78094),6258.0
80227496,GUNZENHAUSEN,49.122,10.75672,51.3125,43.55625,POINT (10.75672 49.12200),5330.0
80040196,COTTBUS,51.752624,14.325639,25.096118,519.621072,POINT (14.32564 51.75262),6345.0
80137471,BREMEN-MAHNDORF,53.040228,8.948359,49.821317,28.438871,POINT (8.94836 53.04023),1740.0
80140665,WAGHAEUSEL,49.2497,8.50962,76.028125,38.56875,POINT (8.50962 49.24970),4080.0
80053793,TREYSA,50.9111,9.18693,24.764706,7.580392,POINT (9.18693 50.91110),3900.0
80160762,EISENACH-STEDTFELD,50.984769,10.269373,32.867347,20.472789,POINT (10.26937 50.98477),6340.0
80210252,OSNABRUECK HBF,52.272567,8.061188,36.875856,138.800514,POINT (8.06119 52.27257),2992.0
80020669,GABLINGEN,48.463418,10.851112,48.838006,55.557632,POINT (10.85111 48.46342),5300.0
80273052,FRIESACK (MARK),52.760634,12.587618,16.72332,3.071146,POINT (12.58762 52.76063),6100.0
80010694,HAMBURG-ROTHENBURGSORT,53.537306,10.051834,87.553892,90.622754,POINT (10.05183 53.53731),6100.0
80181347,KARLSRUHE-KNIELINGEN,49.0267,8.341329,20.099099,4.846847,POINT (8.34133 49.02670),3443.0
80132472,GROSS GLEIDINGEN,52.231957,10.430083,73.676563,49.935938,POINT (10.43008 52.23196),1922.0
80194852,BAD HOENNINGEN,50.51481,7.311524,86.391586,25.482201,POINT (7.31152 50.51481),2324.0
80211680,WESTERHAUSEN (KR MELLE),52.236323,8.27958,34.442029,0.0,POINT (8.27958 52.23632),2992.0
80105767,DARMSTADT-EBERSTADT,49.816103,8.627182,58.195584,9.498423,POINT (8.62718 49.81610),3601.0
80200386,HEILIGENSTATT,48.214653,12.609447,26.657692,0.0,POINT (12.60945 48.21465),5725.0
80225904,ROETHENBACH-STEINBERG,49.48443,11.24746,11.272727,0.0,POINT (11.24746 49.48443),5904.0
80196212,VAIHINGEN (ENZ),48.947902,8.959384,57.357595,34.892405,POINT (8.95938 48.94790),4842.0
80135210,HANNOVER-BORNUM,52.35172,9.68076,15.0,0.0,POINT (9.68076 52.35172),1760.0
80692921,BRUCHSAL FEUERWEHRSCHULE,49.138764,8.574694,14.920168,0.0,POINT (8.57469 49.13876),4132.0
80140681,GRABEN-NEUDORF,49.161448,8.491078,80.534375,75.925,POINT (8.49108 49.16145),4082.0
80042028,SPREEWITZ SUED,51.47017,14.410017,17.848039,6.004902,POINT (14.41002 51.47017),6222.0
80100388,HERNE,51.542128,7.211104,24.710485,19.223787,POINT (7.21110 51.54213),2650.0
80135699,HASTE,52.38066,9.38956,66.925,25.053125,POINT (9.38956 52.38066),1761.0
80251421,EHRANG,49.803155,6.686507,20.316726,233.905694,POINT (6.68651 49.80315),3010.0
80237289,JEBER-BERGFRIEDEN,51.986584,12.3513,15.90535,4.320988,POINT (12.35130 51.98658),6414.0
80103622,SALZKOTTEN,51.673161,8.600695,21.857741,8.648536,POINT (8.60069 51.67316),1760.0
80163337,RUDOLSTADT(THUER),50.717999,11.339162,19.100313,9.924765,POINT (11.33916 50.71800),6305.0
80112482,BIEBESHEIM,49.781939,8.474018,62.715625,43.259375,POINT (8.47402 49.78194),4010.0
80833038,GENDORF,48.177649,12.720335,22.452756,0.0,POINT (12.72034 48.17765),5725.0
80151852,BAAL GBF,51.035821,6.278556,12.736842,22.536842,POINT (6.27856 51.03582),2550.0
80899401,AHRENSBURG-GARTENHOLZ,53.689032,10.251914,13.780822,0.0,POINT (10.25191 53.68903),1120.0
80200451,BURGHAUSEN,48.174675,12.829799,22.044534,12.093117,POINT (12.82980 48.17468),5726.0
80695403,FRIEDRICHSTHAL (SAAR) MITTE,49.327135,7.094111,30.487421,2.720126,POINT (7.09411 49.32713),3511.0
80110155,WIESBADEN OST,50.040807,8.2575,53.919453,35.012158,POINT (8.25750 50.04081),3603.0
80294546,MAICHINGEN,48.7218,8.969533,11.753846,0.0,POINT (8.96953 48.72180),4870.0
80253559,SERRIG,49.577701,6.570685,20.543796,5.99635,POINT (6.57069 49.57770),3230.0
80225995,RIENECK,50.091158,9.664667,72.401869,0.0,POINT (9.66467 50.09116),3825.0
80164715,ETZLEBEN,51.26032,11.181111,11.0,21.111111,POINT (11.18111 51.26032),6300.0
80143263,HERBOLZHEIM (BREISGAU),48.2251,7.768665,50.11875,20.85625,POINT (7.76867 48.22510),4000.0
80100438,GELSENKIRCHEN-BISMARCK,51.537497,7.107576,55.272436,194.105769,POINT (7.10758 51.53750),2153.0
80142281,KARLSRUHE HBF,48.99454,8.4029,14.447368,23.859649,POINT (8.40290 48.99454),4214.0
80137604,BREMEN RBF,53.127157,8.76643,37.781283,204.080967,POINT (8.76643 53.12716),1740.0
80637918,HAGEN RWE,51.401785,7.457184,31.428044,3.520295,POINT (7.45718 51.40178),2823.0
80204917,LOHHOF,48.286627,11.578758,16.857143,2.956044,POINT (11.57876 48.28663),5500.0
80210815,LATHEN,52.860729,7.322507,29.520913,12.441065,POINT (7.32251 52.86073),2931.0
80155481,LEUNA WERKE SUED,51.306553,12.006587,44.735294,7.346405,POINT (12.00659 51.30655),6340.0
80160820,HERLESHAUSEN,51.00387,10.17197,29.857639,1.378472,POINT (10.17197 51.00387),6340.0
80232355,FALKENBERG (ELSTER),51.583342,13.24632,14.537859,47.169713,POINT (13.24632 51.58334),6845.0
80245357,HAMBURG-ALLERMOEHE,53.490834,10.153649,23.689769,6.867987,POINT (10.15365 53.49083),6100.0
80135848,VENNEBECK,52.221315,8.87286,50.244373,10.864952,POINT (8.87286 52.22131),2990.0
80346114,BONN-BAD GODESBERG NORD,50.694985,7.141842,36.031746,16.787302,POINT (7.14184 50.69499),2630.0
80066944,GOESSNITZ,50.89419,12.430969,21.733871,78.439516,POINT (12.43097 50.89419),6362.0
80719971,SPAICHING MITTE,48.078364,8.730402,12.5,0.0,POINT (8.73040 48.07836),4600.0
80226027,LOHR BAHNHOF,50.004808,9.58176,40.294702,16.357616,POINT (9.58176 50.00481),5213.0
80145649,PHILIPPSBURG MOLZAU,49.208298,8.4997,79.95625,28.91875,POINT (8.49970 49.20830),4082.0
80160739,MECHTERSTAEDT-SAETTELSTAEDT,50.946258,10.49788,27.362989,13.270463,POINT (10.49788 50.94626),6340.0
80240812,ANGERN-ROGAETZ,52.340355,11.75961,23.169675,14.837545,POINT (11.75961 52.34036),6402.0
80267005,REGENSBURG HAFENBRUECKE,49.016639,12.134048,17.1,13.254545,POINT (12.13405 49.01664),5500.0
80264473,ALTHEIM (NIEDERBAY),48.584006,12.19857,17.12,7.982222,POINT (12.19857 48.58401),5634.0
80314286,LUTHERSTADT EISLEBEN,51.51939,11.552041,13.948571,26.731429,POINT (11.55204 51.51939),6343.0
80081422,WUPPERTAL-UNTERBARMEN,51.26022,7.17187,11.375,1.107143,POINT (7.17187 51.26022),2550.0
80160101,LEISSLING,51.185287,11.90982,32.796238,2.557994,POINT (11.90982 51.18529),6340.0
80210112,MUENSTER(WESTF)HBF,51.956903,7.636311,21.146586,24.554217,POINT (7.63631 51.95690),2931.0
80103853,BOENEN,51.598029,7.757305,37.046205,30.79538,POINT (7.75730 51.59803),2932.0
80226068,LAUFACH,50.011283,9.278357,52.728155,93.61165,POINT (9.27836 50.01128),5200.0
80062315,ZEITHAIN BOGENDREIECK,51.3287,13.319336,35.104101,12.930599,POINT (13.31934 51.32870),6363.0
80100701,WELVER,51.617548,7.956437,16.180328,0.781421,POINT (7.95644 51.61755),2930.0
80202044,KIRCHSEEON,48.07185,11.8878,38.347134,20.121019,POINT (11.88780 48.07185),5555.0
80073775,BAD OLDESLOE,53.805355,10.382585,14.248869,5.312217,POINT (10.38259 53.80535),1120.0
80241372,KOETHEN,51.752573,11.99083,26.076318,107.942565,POINT (11.99083 51.75257),6855.0
80720011,WURMLINGEN MITTE,48.001648,8.777918,12.652174,0.0,POINT (8.77792 48.00165),4600.0
80011759,MASCHEN RBF,53.403473,10.053005,103.494523,301.697966,POINT (10.05301 53.40347),1280.0
80103929,DUISBURG-MEIDERICH OST,51.468788,6.800925,22.371094,14.925781,POINT (6.80093 51.46879),2321.0
80156083,MERSEBURG ELISABETHHOEHE,51.376949,11.969854,37.514754,7.560656,POINT (11.96985 51.37695),6357.0
80290494,STUTTGART HAFEN,48.763299,9.263924,27.085973,319.054299,POINT (9.26392 48.76330),4724.0
80263533,LANDSHUT (BAY) HBF,48.549067,12.137254,37.501931,213.235521,POINT (12.13725 48.54907),5720.0
80240622,STENDAL,52.596323,11.8554,26.75793,61.776294,POINT (11.85540 52.59632),6899.0
80144162,AUGGEN,47.789952,7.58768,47.421875,0.084375,POINT (7.58768 47.78995),4000.0
80034884,FERCH-LIENEWITZ,52.304653,12.965527,17.64751,16.570881,POINT (12.96553 52.30465),6115.0
80204875,FREISING,48.39601,11.744546,16.773256,19.127907,POINT (11.74455 48.39601),5500.0
80092577,BOCHUM-RIEMKE,51.503062,7.20113,57.207547,30.874214,POINT (7.20113 51.50306),2153.0
80290247,KORNWESTHEIM RBF,48.866743,9.175829,34.605544,268.458422,POINT (9.17583 48.86674),4800.0
80648006,UTTENHOFEN,48.562997,11.538784,33.384858,3.217666,POINT (11.53878 48.56300),5501.0
80153288,SINDORF,50.900601,6.670001,23.044068,0.532203,POINT (6.67000 50.90060),2622.0
80112383,WEITERSTADT,49.909693,8.58028,57.208333,17.782051,POINT (8.58028 49.90969),3530.0
80251058,POMMERN (MOSEL),50.169299,7.269851,32.088816,4.730263,POINT (7.26985 50.16930),3010.0
80130187,FALLERSLEBEN,52.423999,10.716705,47.549342,353.592105,POINT (10.71670 52.42400),6399.0
80153106,DORMAGEN BAYERWERK,51.07832,6.838177,19.747104,6.156371,POINT (6.83818 51.07832),2610.0
80140640,NEULUSSHEIM,49.291965,8.530159,75.50625,0.0,POINT (8.53016 49.29196),4080.0
80135970,BIELEFELD HBF,52.029392,8.532351,37.16913,15.963875,POINT (8.53235 52.02939),2990.0
80108324,MONTABAUR (REGIO),50.444904,7.825912,13.795122,39.84878,POINT (7.82591 50.44490),3747.0
80280842,KRATZEBURG,53.428502,12.9434,13.675105,1.337553,POINT (12.94340 53.42850),6325.0
80223362,FEUCHT,49.3821,11.20551,58.119497,23.937107,POINT (11.20551 49.38210),5850.0
80733592,SAALFELD PROPANGASANLAGE,50.661749,11.369391,19.412903,7.432258,POINT (11.36939 50.66175),6383.0
80112490,GERNSHEIM,49.754953,8.489827,62.43125,39.04375,POINT (8.48983 49.75495),4010.0
80106450,FRANKFURT (MAIN) SUED,50.099248,8.686172,38.589255,31.478336,POINT (8.68617 50.09925),3688.0
80081224,DUESSELDORF-ELLER,51.20417,6.85259,67.134426,20.468852,POINT (6.85259 51.20417),2676.0
80011809,ASHAUSEN,53.368759,10.14537,54.753943,0.0,POINT (10.14537 53.36876),1720.0
80251074,COCHEM (MOSEL),50.153095,7.167289,32.440789,42.868421,POINT (7.16729 50.15310),3010.0
80240770,BARLEBER SEE,52.2168,11.6424,22.616601,4.312253,POINT (11.64240 52.21680),6402.0
80112367,GROSS GERAU,49.926539,8.484704,67.2848,24.408,POINT (8.48470 49.92654),3533.0
80060525,DRESDEN-FRIEDRICHSTADT,51.057,13.7087,39.383648,495.808176,POINT (13.70870 51.05700),6244.0
80146993,REMAGEN,50.577598,7.230219,37.714286,24.473016,POINT (7.23022 50.57760),3000.0
80270587,SCHARSTORF,53.97137,12.245822,15.579151,0.0,POINT (12.24582 53.97137),6325.0
80263079,DEINING (OBERPF),49.20503,11.51698,55.31962,0.0,POINT (11.51698 49.20503),5850.0
80253625,ENSDORF(SAAR),49.30412,6.77617,20.261364,8.056818,POINT (6.77617 49.30412),3297.0
80101246,HERNE-ROTTBRUCH,51.538716,7.206201,55.54232,43.912226,POINT (7.20620 51.53872),2650.0
80346452,URMITZ RHEINBRUECKE,50.418339,7.528014,36.957237,2.578947,POINT (7.52801 50.41834),3011.0
80142877,WAGHAEUSEL LUSSHARDT,49.200008,8.51013,13.832402,1.072626,POINT (8.51013 49.20001),4080.0
80103598,PADERBORN HBF,51.713743,8.741845,24.57563,44.413866,POINT (8.74184 51.71374),2961.0
80147116,LUDWIGSHAFEN (RHEIN) ROTES KREUZ,49.48497,8.42231,48.421384,15.267296,POINT (8.42231 49.48497),3410.0
80623793,WEDDEL (ABZW),52.269981,10.630561,64.623824,18.714734,POINT (10.63056 52.26998),1956.0
80253591,KANZEM,49.669556,6.57475,20.410909,1.810909,POINT (6.57475 49.66956),3230.0
80135871,GOHFELD,52.201039,8.759614,51.166134,15.309904,POINT (8.75961 52.20104),2990.0
80160184,OSSMANNSTEDT,51.019335,11.4272,28.133803,2.362676,POINT (11.42720 51.01933),6340.0
80146282,BAAL,51.03345,6.2748,12.926316,2.731579,POINT (6.27480 51.03345),2550.0
80210559,DRENSTEINFURT,51.799151,7.73431,22.245136,0.0,POINT (7.73431 51.79915),2931.0
80085241,BONENBURG,51.557909,9.05109,27.341564,12.901235,POINT (9.05109 51.55791),2970.0
80296145,LAUFFEN(NECKAR),49.074858,9.146803,26.803922,17.733333,POINT (9.14680 49.07486),4900.0
80210237,NATRUP-HAGEN,52.210209,7.91186,33.713287,15.93007,POINT (7.91186 52.21021),2200.0
80225367,WUERZBURG RBF,49.808472,9.885496,37.355096,625.60828,POINT (9.88550 49.80847),5201.0
80698555,TEICHLAND,51.81886,14.424576,15.592727,0.0,POINT (14.42458 51.81886),6220.0
80213116,PAULINENAUE,52.675333,12.713321,16.844,2.692,POINT (12.71332 52.67533),6100.0
80240705,BAMME,52.601969,12.432847,15.355556,6.831111,POINT (12.43285 52.60197),6185.0
80631846,MERZIG (SAAR) STADTMITTE,49.444479,6.635463,20.209059,0.0,POINT (6.63546 49.44448),3230.0
80150359,KREFELD HBF,51.3273,6.57079,25.433333,47.355556,POINT (6.57079 51.32730),2610.0
80235440,LEIPZIG-STOETTERITZ,51.32587,12.413202,23.843511,27.255725,POINT (12.41320 51.32587),6375.0
80255034,DILLINGEN (SAAR) OST,49.3484,6.738701,23.039095,128.975309,POINT (6.73870 49.34840),3230.0
80102632,OBERHAUSEN HBF,51.479046,6.853985,41.461272,73.952601,POINT (6.85398 51.47905),2331.0
80144188,BAD BELLINGEN,47.7317,7.557578,16.033333,0.0,POINT (7.55758 47.73170),4280.0
80105411,BOCHUM PRINZ VON PREUSSEN,51.484622,7.250376,39.729032,8.922581,POINT (7.25038 51.48462),2158.0
80053702,EDERMUENDE-GRIFTE,51.211351,9.448921,27.076642,13.313869,POINT (9.44892 51.21135),3900.0
80240226,GROSS KREUTZ,52.410946,12.777476,26.371711,8.049342,POINT (12.77748 52.41095),6110.0
80160770,EISENACH,50.979572,10.33363,32.756432,132.003431,POINT (10.33363 50.97957),6340.0
80114090,LANG GOENS,50.497759,8.667012,37.978799,16.671378,POINT (8.66701 50.49776),3900.0
80012401,SOTTRUM,53.101317,9.250634,36.503165,21.053797,POINT (9.25063 53.10132),2200.0
80103143,DUISBURG-RUHRORT HAFEN,51.46197,6.780134,30.29368,383.810409,POINT (6.78013 51.46197),2331.0
80130500,GOETTINGEN,51.538289,9.926989,79.304393,64.126569,POINT (9.92699 51.53829),3600.0
80114728,MAINZ-KASTEL,50.0075,8.282966,62.886207,57.093103,POINT (8.28297 50.00750),3603.0
80150995,RHEINKAMP,51.503461,6.624617,10.849057,24.320755,POINT (6.62462 51.50346),2330.0
80144238,EIMELDINGEN,47.62878,7.595671,16.425806,0.0,POINT (7.59567 47.62878),4280.0
80042069,SPREEWITZ,51.500567,14.402998,14.188679,248.893082,POINT (14.40300 51.50057),6218.0
80262949,REGENSBURG HBF,49.011776,12.101223,65.853774,143.998428,POINT (12.10122 49.01178),5500.0
80230326,BUNA WERKE,51.387858,11.955297,31.772071,324.295345,POINT (11.95530 51.38786),6356.0
80210674,RHEINE,52.277308,7.43602,58.02649,139.009934,POINT (7.43602 52.27731),2992.0
80062331,RIESA,51.311318,13.290086,30.364929,59.28752,POINT (13.29009 51.31132),6363.0
80349498,NAHRSTEDT,52.575713,11.705377,16.987552,52.211618,POINT (11.70538 52.57571),6185.0
80111559,OKARBEN,50.252049,8.75454,20.455752,3.132743,POINT (8.75454 50.25205),3900.0
80010793,HAMBURG SUED,53.527197,9.991768,12.696203,0.0,POINT (9.99177 53.52720),0.0
80253849,LUISENTHAL(SAAR),49.24964,6.904242,31.473186,5.283912,POINT (6.90424 49.24964),3232.0
80210427,DREBBER,52.656993,8.453255,32.846667,5.363333,POINT (8.45326 52.65699),2200.0
80294124,NEUFRA (B ROTTWEIL),48.12333,8.67928,12.616162,5.353535,POINT (8.67928 48.12333),4600.0
