Station or stop,Name,Coordinate Latitude,Coordinate Longitude,Number of trains,Minutes of delay,geometry,route_ids
80087007,WUPPERTAL LINDEN,51.217083,7.03854,20.333333,1.675676,POINT (7.03854 51.21708),2550.0
80143172,NIEDERSCHOPFHEIM,48.417086,7.88758,53.371875,16.490625,POINT (7.88758 48.41709),4000.0
80110494,RODENBACH BEI HANAU,50.146703,9.011268,47.45283,1.509434,POINT (9.01127 50.14670),3600.0
80260588,ROESLAU,50.07551,11.99722,15.833333,0.0,POINT (11.99722 50.07551),5050.0
80102830,MEHRHOOG,51.73918,6.517779,32.695502,12.730104,POINT (6.51778 51.73918),2270.0
80195867,GOLDHAUSEN,50.462548,7.874095,11.597561,2.292683,POINT (7.87409 50.46255),3731.0
80223198,LUDWIGSHOEHE,49.50048,11.248591,15.247475,0.0,POINT (11.24859 49.50048),5903.0
80144105,HEITERSHEIM,47.88065,7.646807,48.128125,14.259375,POINT (7.64681 47.88065),4000.0
80260026,HOF HBF,50.308575,11.923909,16.898551,135.710145,POINT (11.92391 50.30857),6362.0
80211649,VELPE (WESTF),52.269677,7.866414,55.928315,31.97491,POINT (7.86641 52.26968),2992.0
80108829,VELLMAR-OBERVELLMAR,51.3598,9.452879,28.140078,17.431907,POINT (9.45288 51.35980),3913.0
80100719,RHYNERN,51.643879,7.875791,17.690141,6.215962,POINT (7.87579 51.64388),2930.0
80043216,HOYERSWERDA-NEUSTADT,51.43026,14.268291,17.566502,1.167488,POINT (14.26829 51.43026),6207.0
80231472,MULDENSTEIN,51.669571,12.354173,12.304762,20.990476,POINT (12.35417 51.66957),6132.0
80102699,DINSLAKEN,51.5675,6.73882,36.694737,47.715789,POINT (6.73882 51.56750),2270.0
80260794,WALDERSHOF,49.983206,12.05862,14.766082,0.0,POINT (12.05862 49.98321),5903.0
80144279,WEIL (RHEIN),47.594184,7.60932,50.589342,661.178683,POINT (7.60932 47.59418),4415.0
80155929,EITORF,50.77362,7.44809,15.235294,3.901961,POINT (7.44809 50.77362),2651.0
80262261,SCHWANDORF,49.32742,12.10525,26.32,115.866667,POINT (12.10525 49.32742),5860.0
80109090,STAFFEL,50.399767,8.046726,10.009009,4.567568,POINT (8.04673 50.39977),3731.0
80080655,HAGEN-VORHALLE,51.3879,7.435062,42.832879,133.039055,POINT (7.43506 51.38790),2825.0
80225649,MUEHLHAUSEN (WERN),49.96142,10.0474,16.403756,3.826291,POINT (10.04740 49.96142),5230.0
80053892,NIEDERWEIMAR,50.75794,8.733696,25.611374,3.777251,POINT (8.73370 50.75794),3900.0
80290106,SERSHEIM,48.958847,9.018373,50.433544,0.0,POINT (9.01837 48.95885),4842.0
80031641,BERKENBRUECK,52.35888,14.165087,16.908759,33.189781,POINT (14.16509 52.35888),6153.0
80160994,SAETTELSTAEDT,50.945918,10.480349,27.042403,0.547703,POINT (10.48035 50.94592),6340.0
80130245,MEINERSEN,52.451098,10.323619,27.114983,11.651568,POINT (10.32362 52.45110),6107.0
80190058,SINZIG (RHEIN),50.546892,7.258128,38.269841,10.015873,POINT (7.25813 50.54689),2630.0
80164681,MUENCHEN-KARLSFELD,48.2116,11.460646,32.747634,32.996845,POINT (11.46065 48.21160),5560.0
80226050,HEIGENBRUECKEN,50.02739,9.36313,45.602627,421.832512,POINT (9.36313 50.02739),5200.0
80225961,OBERSINN,50.210335,9.617962,71.077882,0.0,POINT (9.61796 50.21034),3825.0
80204727,LANGENBACH(OBERBAY),48.440886,11.855427,17.602041,10.520408,POINT (11.85543 48.44089),5633.0
80130575,EDESHEIM (LEINE),51.749759,9.9705,95.6625,15.4625,POINT (9.97050 51.74976),1733.0
80116632,BURG (DILLKR) NORD,50.700444,8.307686,21.390476,0.6,POINT (8.30769 50.70044),2651.0
80058073,KASSEL RBF ABZW BERG,51.348632,9.467278,24.631579,7.497976,POINT (9.46728 51.34863),3925.0
80140350,WIESLOCH-WALLDORF,49.292192,8.6652,16.582609,4.156522,POINT (8.66520 49.29219),4000.0
80194985,KOBLENZ-EHRENBREITSTEIN,50.36186,7.610234,58.261029,11.996324,POINT (7.61023 50.36186),2324.0
80136234,UELZEN,52.964129,10.546461,72.153125,66.60625,POINT (10.54646 52.96413),6899.0
80944033,BRUCHSAL-SPORTZENTRUM,49.135563,8.589651,27.959866,0.0,POINT (8.58965 49.13556),4132.0
80209171,BENTWISCH,54.117453,12.210767,13.203297,8.28022,POINT (12.21077 54.11745),6949.0
80153197,PULHEIM,50.998027,6.79784,21.224409,3.102362,POINT (6.79784 50.99803),2611.0
80054932,WITZENHAUSEN NORD,51.351662,9.863137,32.483871,6.612903,POINT (9.86314 51.35166),6343.0
80295253,SCHORNDORF,48.808023,9.52757,11.056,16.64,POINT (9.52757 48.80802),4710.0
80010579,SCHWARZENBEK,53.504334,10.485075,23.774834,10.387417,POINT (10.48508 53.50433),6100.0
80145219,VILLINGEN (SCHWARZW),48.05908,8.465977,11.946237,59.021505,POINT (8.46598 48.05908),4650.0
80204891,NEUFAHRN(B FREISING),48.321369,11.6617,16.896175,27.36612,POINT (11.66170 48.32137),5557.0
80136572,ISSELHORST-AVENWEDDE ANST,51.94092,8.438207,43.007968,6.075697,POINT (8.43821 51.94092),2990.0
80114736,RODENBACH (DILLKR),50.774436,8.20609,21.712264,0.0,POINT (8.20609 50.77444),2800.0
80062364,BORNITZ (B OSCHATZ),51.303559,13.176088,26.417722,3.281646,POINT (13.17609 51.30356),6363.0
80157032,KOBLENZ-PFAFFENDORF,50.343,7.601,57.919414,5.714286,POINT (7.60100 50.34300),3031.0
80081380,WUPPERTAL-OBERBARMEN,51.274951,7.222066,27.103175,25.265873,POINT (7.22207 51.27495),2701.0
80040329,COSCHEN,52.020028,14.719613,13.936364,0.0,POINT (14.71961 52.02003),6153.0
80220905,BAMBERG,49.9009,10.8999,28.508897,179.483986,POINT (10.89990 49.90090),5900.0
80981043,LUDWIGSFELDE-STRUVESHOF,52.31717,13.232098,39.828383,0.009901,POINT (13.23210 52.31717),6126.0
80210781,MEPPEN,52.69747,7.29882,29.566038,15.826415,POINT (7.29882 52.69747),9201.0
80056440,BURGHAUN (KR HUENFELD),50.70057,9.72551,96.009346,9.495327,POINT (9.72551 50.70057),3600.0
80014134,OWSCHLAG,54.39434,9.590463,21.39781,6.383212,POINT (9.59046 54.39434),1040.0
80144071,NORSINGEN,47.939169,7.72697,48.359375,0.0,POINT (7.72697 47.93917),4000.0
80209957,HOLTHUSEN,53.554963,11.364966,15.421525,12.672646,POINT (11.36497 53.55496),6442.0
80101337,ESSEN-KARNAP,51.522492,6.99517,36.038095,25.542857,POINT (6.99517 51.52249),2206.0
80837864,AHRENSBURG NORD,53.685633,10.250492,13.804651,0.0,POINT (10.25049 53.68563),1120.0
80110460,HAILER-MEERHOLZ,50.190278,9.151123,47.556604,12.559748,POINT (9.15112 50.19028),3600.0
80011775,BARDOWICK,53.290336,10.373833,50.074194,16.809677,POINT (10.37383 53.29034),1720.0
80113043,BENSHEIM-AUERBACH,49.702254,8.61411,57.990536,15.252366,POINT (8.61411 49.70225),3601.0
80042325,SOELLINGEN (B KARLSRUHE) ABZW,48.993921,8.539874,14.723958,6.010417,POINT (8.53987 48.99392),4200.0
80339655,LINGEN (EMS) STADT,52.541029,7.332051,35.37218,0.0,POINT (7.33205 52.54103),2931.0
80212001,SYTHEN,51.782589,7.239324,26.354839,3.100806,POINT (7.23932 51.78259),2200.0
80245787,KLAEDEN (KR STENDAL),52.640756,11.65658,11.47619,2.007937,POINT (11.65658 52.64076),6899.0
80230508,ROEBLINGEN AM SEE,51.4644,11.670103,18.377193,64.298246,POINT (11.67010 51.46440),6803.0
80200394,ALTOETTING,48.2228,12.676091,29.814815,57.144444,POINT (12.67609 48.22280),5725.0
80154930,BONN NEUER WEG,50.65484,7.195467,35.796825,13.238095,POINT (7.19547 50.65484),2630.0
80202143,MUENCHEN-WALDTRUDERING,48.12102,11.693712,37.783439,19.595541,POINT (11.69371 48.12102),5560.0
80081414,WUPPERTAL-BARMEN,51.268511,7.195294,26.150198,3.399209,POINT (7.19529 51.26851),2550.0
80223180,LAUF (RECHTS PEGNITZ),49.512541,11.277996,15.352041,3.545918,POINT (11.27800 49.51254),5904.0
80220277,PRESSIG-ROTHENKIRCHEN,50.349226,11.312637,32.034884,126.360465,POINT (11.31264 50.34923),5010.0
80105486,WALZWERK,51.49277,6.862053,110.912773,107.155763,POINT (6.86205 51.49277),2331.0
80221853,VACH,49.517816,10.986142,25.890196,15.721569,POINT (10.98614 49.51782),5900.0
80011346,HAMBURG-HARBURG BBF,53.451368,9.995321,161.344512,95.97561,POINT (9.99532 53.45137),2200.0
80191692,KORNTAL,48.826655,9.121464,33.647773,39.093117,POINT (9.12146 48.82666),4821.0
80204529,ROEHRMOOS,48.333873,11.446204,33.015823,32.224684,POINT (11.44620 48.33387),5544.0
80210534,BOCKUM-HOEVEL,51.704802,7.774526,22.394531,16.589844,POINT (7.77453 51.70480),2931.0
80293977,ERGENZINGEN,48.49061,8.81012,13.054455,0.0,POINT (8.81012 48.49061),4860.0
80155770,BONN-BEUEL,50.738532,7.12845,82.822006,19.776699,POINT (7.12845 50.73853),2324.0
80139311,OLDENBURG-HEMMELSBERG,53.132466,8.249761,17.747788,13.256637,POINT (8.24976 53.13247),1511.0
80154716,KOELN BONNTOR,50.91639,6.953982,97.940625,19.4125,POINT (6.95398 50.91639),2643.0
80011825,MASCHEN PBF,53.403899,10.065466,11.061404,0.438596,POINT (10.06547 53.40390),1280.0
80053751,SINGLIS,51.058706,9.323932,26.194757,1.775281,POINT (9.32393 51.05871),3900.0
80030544,GENSHAGENER HEIDE NORD,52.335725,13.255835,12.869565,1.397516,POINT (13.25583 52.33572),6130.0
80014951,ITZEHOE,53.926069,9.51137,19.714286,119.294643,POINT (9.51137 53.92607),1210.0
80054478,ESCHWEGE WEST,51.19439,9.997142,33.355653,9.637761,POINT (9.99714 51.19439),6710.0
80210443,DRENTWEDE,52.74391,8.576523,32.785953,12.789298,POINT (8.57652 52.74391),2200.0
80136283,UNTERLUESS,52.834444,10.299824,66.492163,58.799373,POINT (10.29982 52.83444),1720.0
80200428,PIRACH,48.147045,12.760367,22.98419,24.731225,POINT (12.76037 48.14704),5725.0
80040444,FORST(LAUSITZ),51.74073,14.639347,10.709677,1499.83871,POINT (14.63935 51.74073),6205.0
80237461,COSWIG (ANH) GBF,51.889099,12.447114,17.619377,19.937716,POINT (12.44711 51.88910),6207.0
80297598,WITTIGHAUSEN,49.61835,9.846295,15.606383,12.808511,POINT (9.84629 49.61835),4120.0
80397646,BERLIN NENNHAUSER DAMM,52.537183,13.148847,13.936585,1.253659,POINT (13.14885 52.53718),6185.0
80138354,NEUENKOOP,53.1482,8.460866,18.267782,3.271967,POINT (8.46087 53.14820),1503.0
80184432,HOCHSPEYER,49.444545,7.904745,31.819905,22.022117,POINT (7.90475 49.44454),3321.0
80234575,LEIPZIG-WAHREN,51.380306,12.32313,34.088285,116.772496,POINT (12.32313 51.38031),6403.0
80392480,BRUCHSAL TUNNELSTRASSE,49.119639,8.59526,33.311111,0.0,POINT (8.59526 49.11964),4132.0
80480095,KOELN-BICKENDORF,50.954172,6.889124,11.866667,300.94,POINT (6.88912 50.95417),2611.0
80226936,STEINACH(B ROTHENBURG OB DER TAUBER),49.453202,10.274714,65.095541,56.684713,POINT (10.27471 49.45320),5321.0
80251025,MOSELKERN,50.195644,7.371456,32.574257,10.221122,POINT (7.37146 50.19564),3010.0
80160986,EISENACH OPELWERK,50.979318,10.283495,32.412969,0.433447,POINT (10.28350 50.97932),6340.0
80017210,SCHWARTAU WALDHALLE,53.90718,10.693161,18.973684,2.056391,POINT (10.69316 53.90718),1113.0
80032383,BERLIN-HOHENSCHOENHAUSEN,52.55764,13.513315,21.540636,6.862191,POINT (13.51332 52.55764),6160.0
80139485,JUEHNDE,51.456278,9.806719,27.657534,7.310502,POINT (9.80672 51.45628),1733.0
80104711,BENSHEIM,49.6831,8.617689,58.097792,9.646688,POINT (8.61769 49.68310),3601.0
80355180,BEBRA UMLADEBAHNHOF,50.964085,9.800199,40.64557,93.908228,POINT (9.80020 50.96408),6340.0
80221572,PASSAU GRENZE,48.563328,13.450912,18.46831,12.049296,POINT (13.45091 48.56333),5831.0
80295030,ERSINGEN,48.930257,8.639723,15.122449,0.0,POINT (8.63972 48.93026),4200.0
80113084,LAUDENBACH (BERGSTR),49.611647,8.64566,56.479495,0.0,POINT (8.64566 49.61165),3601.0
80102723,VOERDE (NIEDERRHEIN),51.5993,6.688243,32.940767,1.083624,POINT (6.68824 51.59930),2270.0
80060285,HEIDENAU,50.98152,13.862334,25.607717,16.620579,POINT (13.86233 50.98152),6605.0
80231779,LEIPZIG-MOCKAU,51.3847,12.394172,72.603279,318.147541,POINT (12.39417 51.38470),6411.0
80607770,NUERNBERG-FISCHBACH NOKIA,49.415993,11.168367,28.286174,0.0,POINT (11.16837 49.41599),5963.0
80251066,KLOTTEN,50.1653,7.203228,32.212625,3.724252,POINT (7.20323 50.16530),3010.0
80290619,REICHENBACH(FILS),48.708978,9.464795,37.625,0.0,POINT (9.46480 48.70898),4700.0
80107342,FULDATAL-IHRINGSHAUSEN,51.350255,9.526003,51.701587,41.133333,POINT (9.52600 51.35025),1732.0
80143271,KENZINGEN,48.195468,7.765075,50.115625,13.021875,POINT (7.76508 48.19547),4000.0
80105452,REHSIEPEN,51.350744,7.44709,23.872093,3.689922,POINT (7.44709 51.35074),2811.0
80011718,BIENENBUETTEL,53.142886,10.485916,72.628125,43.171875,POINT (10.48592 53.14289),1720.0
80134205,ELZE (HAN),52.121496,9.74795,79.896552,58.539185,POINT (9.74795 52.12150),1820.0
80220509,KUEPS,50.195554,11.2691,26.098765,1.135802,POINT (11.26910 50.19555),5010.0
80031518,LIENEWITZ,52.284,12.95547,17.342412,4.712062,POINT (12.95547 52.28400),6123.0
80293936,NUFRINGEN,48.62102,8.8897,13.090452,0.0,POINT (8.88970 48.62102),4860.0
80053801,WIERA,50.882363,9.1375,24.4375,5.171875,POINT (9.13750 50.88236),3900.0
80150557,HOHENBUDBERG BAYERWERK,51.374822,6.665259,17.412879,1.340909,POINT (6.66526 51.37482),2505.0
80031815,EISENHUETTENSTADT,52.148156,14.658717,14.076577,10.153153,POINT (14.65872 52.14816),6153.0
80110411,WAECHTERSBACH,50.254087,9.295459,47.584906,12.880503,POINT (9.29546 50.25409),3600.0
80296442,MOECKMUEHL,49.321702,9.357971,15.234973,10.26776,POINT (9.35797 49.32170),4900.0
80133199,LANGELAND,51.773297,8.9945,20.672316,22.988701,POINT (8.99450 51.77330),1760.0
80294256,RIETHEIM (WUERTT),48.039168,8.782685,12.642857,4.27551,POINT (8.78269 48.03917),4600.0
80138602,HOYKENKAMP,53.070261,8.598731,27.490566,0.0,POINT (8.59873 53.07026),1500.0
80609941,EDESHEIM (LEINE) SUED,51.721569,9.976465,74.868339,5.009404,POINT (9.97646 51.72157),1817.0
80111831,HANAU NORD,50.141937,8.926592,24.629787,41.306383,POINT (8.92659 50.14194),3742.0
80842906,BAD FRIEDRICHSHALL KOCHENDORF AUDI,49.219214,9.211135,25.529412,2.339367,POINT (9.21114 49.21921),4900.0
80102814,MILLINGEN (KR REES),51.810392,6.399925,32.115385,1.388112,POINT (6.39992 51.81039),2270.0
80062273,NIEDERAU,51.176072,13.560765,19.975439,15.940351,POINT (13.56076 51.17607),6363.0
80031591,ERKNER,52.4303,13.751647,16.945652,36.344203,POINT (13.75165 52.43030),6153.0
80195065,OSTERSPAI,50.245079,7.614997,65.800687,4.824742,POINT (7.61500 50.24508),3507.0
80273326,PRITZIER,53.36667,11.084203,23.026846,6.416107,POINT (11.08420 53.36667),6100.0
80231712,PETERSRODA,51.5711,12.285355,32.288026,1.355987,POINT (12.28535 51.57110),6411.0
80240366,MARIENBORN,52.198032,11.12063,48.344828,24.429467,POINT (11.12063 52.19803),6400.0
80226043,WIESTHAL,50.017304,9.441388,38.792079,18.993399,POINT (9.44139 50.01730),5200.0
80273516,SUELSTORF,53.513922,11.38807,12.651163,0.0,POINT (11.38807 53.51392),6441.0
80101279,WANNE-EICKEL HBF,51.532446,7.16711,42.953813,283.803437,POINT (7.16711 51.53245),2650.0
80194811,ERPEL (RHEIN),50.582032,7.241525,84.97411,6.540453,POINT (7.24153 50.58203),3000.0
80010900,HAMBURG STERNSCHANZE,53.563887,9.96713,13.605714,7.777143,POINT (9.96713 53.56389),6100.0
80069914,HORST IN HOLSTEIN,53.805346,9.645913,27.361022,0.0,POINT (9.64591 53.80535),1220.0
80251082,EDIGER-ELLER,50.103986,7.139635,32.744186,21.109635,POINT (7.13964 50.10399),3010.0
80362509,FUERTH-UNTERFUERBERG ABZW,49.475664,10.955046,51.857616,31.208609,POINT (10.95505 49.47566),5910.0
80103481,DUISBURG-BEECK GBF,51.47461,6.71639,25.401515,5.579545,POINT (6.71639 51.47461),2331.0
80224592,SCHWEINFURT HBF,50.0368,10.213096,20.94697,161.117424,POINT (10.21310 50.03680),5240.0
80053736,GENSUNGEN-FELSBERG,51.131242,9.436256,27.515152,34.011364,POINT (9.43626 51.13124),3900.0
80210567,RINKERODE,51.844371,7.689391,22.594488,4.405512,POINT (7.68939 51.84437),2931.0
80225235,IPHOFEN,49.697901,10.256268,50.527869,12.013115,POINT (10.25627 49.69790),5910.0
80211631,LAGGENBECK,52.26611,7.78234,55.820789,0.0,POINT (7.78234 52.26611),2992.0
80136051,ISSELHORST-AVENWEDDE,51.94041,8.437646,44.925325,6.698052,POINT (8.43765 51.94041),2990.0
80229062,HOHE WART,49.906016,9.761223,25.604444,2.751111,POINT (9.76122 49.90602),1733.0
80055376,LANGENSCHWARZ,50.71654,9.61372,28.387931,6.534483,POINT (9.61372 50.71654),1733.0
80114223,DUTENHOFEN (KR WETZLAR),50.565755,8.600523,28.712446,8.785408,POINT (8.60052 50.56576),3703.0
80087882,POTSDAM PARK SANSSOUCI,52.394065,13.01452,17.824561,9.327485,POINT (13.01452 52.39406),6115.0
80043083,ELSTERWERDA-BIEHLA,51.472259,13.52205,12.918129,11.596491,POINT (13.52205 51.47226),6207.0
80221622,BUBENREUTH,49.6295,11.012,24.37551,0.0,POINT (11.01200 49.62950),5900.0
80043489,ELSTERWERDA,51.4611,13.519726,11.810811,33.144144,POINT (13.51973 51.46110),6273.0
80101311,GELSENKIRCHEN-SCHALKE,51.526832,7.087121,28.023346,59.198444,POINT (7.08712 51.52683),2236.0
80077990,BERLIN-GESUNDBRUNNEN,52.548799,13.390128,14.852113,5.176056,POINT (13.39013 52.54880),6141.0
80636985,KREFELD KRIBA,51.32895,6.604019,13.860294,8.102941,POINT (6.60402 51.32895),2610.0
80183079,BRUCHSAL ROLLENBERG,49.144172,8.623686,15.688442,3.0,POINT (8.62369 49.14417),4083.0
80241265,MAGDEBURG-SALBKE,52.080723,11.656408,13.219858,0.255319,POINT (11.65641 52.08072),6406.0
80149526,EILSLEBEN (B MAGDEBURG),52.149901,11.215208,48.428571,65.629513,POINT (11.21521 52.14990),6400.0
80060103,STADT WEHLEN (SACHS),50.953757,14.032386,22.707395,8.504823,POINT (14.03239 50.95376),6240.0
80263327,KOEFERING,48.9327,12.208727,20.973214,10.767857,POINT (12.20873 48.93270),5500.0
80137661,BREMEN-OBERNEULAND,53.08864,8.937995,17.484615,5.430769,POINT (8.93800 53.08864),2200.0
80160192,WEIMAR,50.992582,11.328307,28.211909,18.017513,POINT (11.32831 50.99258),6307.0
80165282,NIEDERORSCHEL,51.383185,10.4176,13.754098,0.131148,POINT (10.41760 51.38318),6343.0
80141184,NECKARHAUSEN BEI NECKARSTEINACH,49.416807,8.879563,11.104167,0.0,POINT (8.87956 49.41681),4111.0
80137455,BADEN(KR VERDEN),53.00934,9.08232,50.103448,54.821317,POINT (9.08232 53.00934),1740.0
80054122,ROTENBURG (FULDA),50.999557,9.73446,33.423567,4.713376,POINT (9.73446 50.99956),6340.0
80055319,LICHERODE,51.023129,9.57619,28.2103,4.291845,POINT (9.57619 51.02313),1733.0
80111534,DORTELWEIL,50.207486,8.75113,20.302632,4.096491,POINT (8.75113 50.20749),3900.0
80608869,ZIELITZ ORT,52.289224,11.677041,21.53012,3.184739,POINT (11.67704 52.28922),6402.0
80110056,RUEDESHEIM(RHEIN),49.977981,7.915947,55.136842,34.835088,POINT (7.91595 49.97798),3569.0
80263400,NEUFAHRN(NIEDERBAY),48.731498,12.19188,20.816964,23.482143,POINT (12.19188 48.73150),5630.0
80194969,BENDORF(RHEIN),50.414433,7.577315,58.202166,24.924188,POINT (7.57731 50.41443),2324.0
80297572,GRUENSFELD,49.60595,9.74657,15.132597,0.0,POINT (9.74657 49.60595),4120.0
80273383,SCHWANHEIDE,53.428836,10.689952,22.83,0.836667,POINT (10.68995 53.42884),6100.0
80067066,NETZSCHKAU,50.613255,12.245312,16.271739,0.396739,POINT (12.24531 50.61326),6362.0
80122002,HANNOVER KARL-WIECHERT-ALLEE,52.374436,9.808968,13.67757,0.995327,POINT (9.80897 52.37444),1734.0
80100131,DATTELN,51.624225,7.320581,33.787162,17.263514,POINT (7.32058 51.62423),2250.0
80140186,MANNHEIM-FRIEDRICHSFELD,49.44977,8.57803,61.671924,311.599369,POINT (8.57803 49.44977),4061.0
80225193,LANGENFELD (MITTELFR),49.62178,10.51145,46.786184,7.365132,POINT (10.51145 49.62178),5910.0
80109355,BAD VILBEL,50.188614,8.739545,20.585153,11.362445,POINT (8.73954 50.18861),3900.0
80053835,KIRCHHAIN(BZ KASSEL),50.825147,8.92249,26.96124,121.910853,POINT (8.92249 50.82515),3950.0
80221986,NUERNBERG GROSSMARKT,49.44789,11.0189,65.735849,49.764151,POINT (11.01890 49.44789),5950.0
80067124,PLAUEN (VOGTL) OB BF,50.503275,12.1321,16.283422,7.032086,POINT (12.13210 50.50328),6362.0
80062752,ZEITHAIN ROHRWERK,51.341281,13.355712,11.435185,17.388889,POINT (13.35571 51.34128),6273.0
80077909,POTSDAM WISSENSCHAFTSPARK GOLM,52.411,12.971611,33.736655,27.131673,POINT (12.97161 52.41100),6507.0
80014050,NORTORF,54.16824,9.85376,22.01083,5.963899,POINT (9.85376 54.16824),1040.0
80150474,KREFELD-LINN,51.338761,6.62988,43.197368,86.236842,POINT (6.62988 51.33876),2505.0
80111062,FRANKFURT-SINDLINGEN,50.087491,8.512243,11.560976,4.317073,POINT (8.51224 50.08749),3642.0
80020651,LANGWEID (LECH),48.490446,10.84928,45.559375,0.0,POINT (10.84928 48.49045),5300.0
80021428,AUGSBURG HAUNSTETTERSTRASSE,48.355289,10.9021,57.174455,50.037383,POINT (10.90210 48.35529),5581.0
80115691,EDINGEN (KR WETZLAR),50.631809,8.3244,21.239437,0.441315,POINT (8.32440 50.63181),2651.0
80225417,VEITSHOECHHEIM,49.832149,9.876913,88.23676,117.965732,POINT (9.87691 49.83215),5201.0
80139451,ORXHAUSEN,51.862339,9.988896,25.105023,10.538813,POINT (9.98890 51.86234),1940.0
80111476,FRANKFURT-ESCHERSHEIM,50.158059,8.65516,20.412281,2.114035,POINT (8.65516 50.15806),3900.0
80096651,HOLZWICKEDE,51.505116,7.620176,34.710098,13.04886,POINT (7.62018 51.50512),2840.0
80105015,BAUKAU,51.548067,7.189995,43.660777,46.335689,POINT (7.18999 51.54807),2650.0
80110973,FRANKFURT-GRIESHEIM,50.09578,8.605653,11.766667,17.5,POINT (8.60565 50.09578),3631.0
80089292,DRESDEN HBF,51.040285,13.732,25.453376,15.585209,POINT (13.73200 51.04028),6241.0
80016279,HAMBURG-RAHLSTEDT,53.60636,10.15554,13.791383,2.736961,POINT (10.15554 53.60636),1120.0
80241125,GOMMERN,52.075897,11.838725,28.459119,25.924528,POINT (11.83873 52.07590),6410.0
80282244,BIESENTHAL,52.757011,13.67559,17.92887,14.213389,POINT (13.67559 52.75701),6081.0
80153387,STOLBERG(RHEINL)HBF,50.79599,6.219667,22.946827,20.684391,POINT (6.21967 50.79599),2600.0
80067215,WEISCHLITZ,50.449661,12.060356,12.0,92.0,POINT (12.06036 50.44966),6270.0
80234773,MACHERN (SACHS),51.357659,12.627902,26.697452,0.910828,POINT (12.62790 51.35766),6363.0
80253542,TABEN,49.553031,6.602185,20.330909,4.130909,POINT (6.60219 49.55303),3230.0
80210591,GREVEN,52.091616,7.600099,12.465753,4.520548,POINT (7.60010 52.09162),2931.0
80078709,BRIESELANG HASSELBERG,52.568902,13.002313,25.654545,8.556364,POINT (13.00231 52.56890),6101.0
80014084,OSTERROENFELD,54.285199,9.720529,21.48,10.298182,POINT (9.72053 54.28520),1040.0
80181040,HALTINGEN,47.613433,7.611493,46.40566,78.204403,POINT (7.61149 47.61343),4413.0
80290965,AMSTETTEN (WUERTT),48.578909,9.872829,46.944079,62.618421,POINT (9.87283 48.57891),4700.0
80204032,ADELSCHLAG,48.840753,11.21279,41.254717,0.0,POINT (11.21279 48.84075),5501.0
80397471,KAULSDORF (SAALE),50.612227,11.434362,30.282353,1.482353,POINT (11.43436 50.61223),6383.0
80295816,SULZBACH (MURR),48.999906,9.500767,11.547445,7.912409,POINT (9.50077 48.99991),4930.0
80074534,HAMBURG-WANDSBEK,53.571121,10.079056,13.81982,16.153153,POINT (10.07906 53.57112),1242.0
80067082,HERLASGRUEN,50.5727,12.2371,16.47541,3.278689,POINT (12.23710 50.57270),6648.0
80263723,AICH (NIEDERBAY),48.41851,12.398069,11.804348,0.0,POINT (12.39807 48.41851),5720.0
80684951,SANDWEIER UEST,48.807734,8.204848,31.39185,9.07837,POINT (8.20485 48.80773),4280.0
80231233,WEISSANDT-GOELZAU,51.671836,12.029737,27.844961,4.709302,POINT (12.02974 51.67184),6403.0
80117044,FFM GALLUSWARTE,50.10508,8.644795,20.066667,13.631111,POINT (8.64480 50.10508),3683.0
80290155,TAMM(WUERTT),48.921735,9.125653,74.40566,15.779874,POINT (9.12565 48.92173),4800.0
80294033,SULZ (NECKAR),48.368105,8.637795,12.666667,3.328125,POINT (8.63780 48.36810),4600.0
80180844,HEIDELBERG-WIEBLINGEN,49.41374,8.639734,19.554264,11.20155,POINT (8.63973 49.41374),3601.0
80190280,SPAY,50.25669,7.64635,32.92,1.643333,POINT (7.64635 50.25669),3507.0
80309823,RAUNHEIM BRUNNENSCHNEISE,50.033495,8.484849,15.996575,1.667808,POINT (8.48485 50.03350),3627.0
80654467,KNITTLINGEN-KLEINVILLARS,48.993584,8.744576,33.270701,0.0,POINT (8.74458 48.99358),4800.0
80103671,LIPPSTADT,51.673509,8.350695,21.082278,4.533755,POINT (8.35069 51.67351),2951.0
80201830,PFRAUNDORF (INN),47.804051,12.12006,20.220447,0.0,POINT (12.12006 47.80405),5702.0
80155721,TROISDORF,50.814887,7.151463,83.587116,86.849195,POINT (7.15146 50.81489),2695.0
80223214,BEHRINGERSDORF,49.48261,11.1996,15.055,0.0,POINT (11.19960 49.48261),5903.0
80054106,HEINEBACH,51.04719,9.66539,33.724684,6.436709,POINT (9.66539 51.04719),6340.0
80273367,BOIZENBURG(ELBE),53.379977,10.755212,23.013423,14.573826,POINT (10.75521 53.37998),6100.0
80240101,GUESEN(KR GENTHIN),52.33721,11.977965,19.244526,24.10219,POINT (11.97796 52.33721),6110.0
80654459,OELBRONN-DUERRN,48.985835,8.753328,33.61465,0.0,POINT (8.75333 48.98584),4800.0
80094359,ESSEN-BERGEBORBECK,51.480341,6.97741,22.93617,4.546099,POINT (6.97741 51.48034),2650.0
80082099,SCHWERTE (RUHR) OST,51.453116,7.589929,11.163462,2.173077,POINT (7.58993 51.45312),2843.0
80163196,JENA SAALBAHNHOF,50.937305,11.593447,19.677419,1.858065,POINT (11.59345 50.93731),6305.0
